date	location	variant	sequences
2022-12-07	Georgia	clade 22F	2
2022-12-08	Georgia	clade 22F	2
2022-12-11	Georgia	clade 22F	1
2022-12-12	Georgia	clade 22F	3
2022-12-13	Georgia	clade 22F	1
2022-12-14	Georgia	clade 22F	1
2022-12-15	Georgia	clade 22F	1
2022-12-16	Georgia	clade 22F	1
2022-12-18	Georgia	clade 22F	2
2022-12-19	Georgia	clade 22F	2
2022-12-20	Georgia	clade 22F	1
2022-12-21	Georgia	clade 22F	3
2022-12-23	Georgia	clade 22F	2
2022-11-01	Georgia	other	1
2022-11-03	Georgia	other	1
2022-11-26	Georgia	other	2
2022-11-29	Georgia	other	2
2022-12-02	Georgia	other	1
2022-12-22	Georgia	other	1
2022-11-01	Illinois	BQ.1	5
2022-11-02	Illinois	BQ.1	3
2022-11-03	Illinois	BQ.1	5
2022-11-04	Illinois	BQ.1	4
2022-11-05	Illinois	BQ.1	1
2022-11-06	Illinois	BQ.1	2
2022-11-07	Illinois	BQ.1	9
2022-11-08	Illinois	BQ.1	5
2022-11-09	Illinois	BQ.1	9
2022-11-10	Illinois	BQ.1	7
2022-11-11	Illinois	BQ.1	7
2022-11-12	Illinois	BQ.1	5
2022-11-13	Illinois	BQ.1	6
2022-11-14	Illinois	BQ.1	7
2022-11-15	Illinois	BQ.1	24
2022-11-16	Illinois	BQ.1	10
2022-11-17	Illinois	BQ.1	6
2022-11-18	Illinois	BQ.1	7
2022-11-19	Illinois	BQ.1	4
2022-11-20	Illinois	BQ.1	3
2022-11-21	Illinois	BQ.1	9
2022-11-22	Illinois	BQ.1	5
2022-11-23	Illinois	BQ.1	16
2022-11-24	Illinois	BQ.1	1
2022-11-25	Illinois	BQ.1	9
2022-11-26	Illinois	BQ.1	8
2022-11-27	Illinois	BQ.1	9
2022-11-28	Illinois	BQ.1	16
2022-11-29	Illinois	BQ.1	19
2022-11-30	Illinois	BQ.1	18
2022-12-01	Illinois	BQ.1	17
2022-12-02	Illinois	BQ.1	17
2022-12-03	Illinois	BQ.1	7
2022-12-04	Illinois	BQ.1	13
2022-12-05	Illinois	BQ.1	10
2022-12-06	Illinois	BQ.1	20
2022-12-07	Illinois	BQ.1	30
2022-12-08	Illinois	BQ.1	25
2022-12-09	Illinois	BQ.1	23
2022-12-10	Illinois	BQ.1	9
2022-12-11	Illinois	BQ.1	5
2022-12-12	Illinois	BQ.1	17
2022-12-13	Illinois	BQ.1	16
2022-12-14	Illinois	BQ.1	12
2022-12-15	Illinois	BQ.1	15
2022-12-16	Illinois	BQ.1	4
2022-12-17	Illinois	BQ.1	5
2022-12-18	Illinois	BQ.1	3
2022-12-19	Illinois	BQ.1	11
2022-12-20	Illinois	BQ.1	3
2022-12-21	Illinois	BQ.1	8
2022-12-23	Illinois	BQ.1	1
2022-12-24	Illinois	BQ.1	1
2022-12-25	Illinois	BQ.1	1
2022-12-26	Illinois	BQ.1	1
2022-12-27	Illinois	BQ.1	1
2022-12-28	Illinois	BQ.1	1
2022-12-29	Illinois	BQ.1	2
2022-12-30	Illinois	BQ.1	2
2023-01-02	Illinois	BQ.1	1
2023-01-03	Illinois	BQ.1	1
2023-01-04	Illinois	BQ.1	4
2023-01-05	Illinois	BQ.1	1
2022-11-26	Illinois	XBB.1.5	1
2022-11-27	Illinois	XBB.1.5	1
2022-12-04	Illinois	XBB.1.5	1
2022-12-05	Illinois	XBB.1.5	3
2022-12-07	Illinois	XBB.1.5	1
2022-12-08	Illinois	XBB.1.5	1
2022-12-09	Illinois	XBB.1.5	1
2022-12-10	Illinois	XBB.1.5	1
2022-12-11	Illinois	XBB.1.5	1
2022-12-12	Illinois	XBB.1.5	2
2022-12-16	Illinois	XBB.1.5	1
2022-12-17	Illinois	XBB.1.5	2
2022-12-18	Illinois	XBB.1.5	1
2022-12-20	Illinois	XBB.1.5	2
2022-12-21	Illinois	XBB.1.5	3
2022-12-22	Illinois	XBB.1.5	1
2022-12-24	Illinois	XBB.1.5	1
2022-12-26	Illinois	XBB.1.5	2
2022-12-28	Illinois	XBB.1.5	1
2022-12-29	Illinois	XBB.1.5	2
2023-01-01	Illinois	XBB.1.5	1
2023-01-03	Illinois	XBB.1.5	4
2022-11-02	Illinois	clade 21L	2
2022-11-03	Illinois	clade 21L	2
2022-11-07	Illinois	clade 21L	1
2022-11-11	Illinois	clade 21L	3
2022-11-12	Illinois	clade 21L	1
2022-11-13	Illinois	clade 21L	1
2022-11-15	Illinois	clade 21L	3
2022-11-16	Illinois	clade 21L	3
2022-11-20	Illinois	clade 21L	1
2022-11-22	Illinois	clade 21L	4
2022-11-25	Illinois	clade 21L	2
2022-11-27	Illinois	clade 21L	1
2022-11-28	Illinois	clade 21L	3
2022-11-29	Illinois	clade 21L	1
2022-12-01	Illinois	clade 21L	3
2022-12-02	Illinois	clade 21L	2
2022-12-03	Illinois	clade 21L	1
2022-12-04	Illinois	clade 21L	1
2022-12-05	Illinois	clade 21L	1
2022-12-06	Illinois	clade 21L	1
2022-12-07	Illinois	clade 21L	1
2022-12-08	Illinois	clade 21L	4
2022-12-11	Illinois	clade 21L	1
2022-12-15	Illinois	clade 21L	1
2022-12-16	Illinois	clade 21L	1
2022-12-17	Illinois	clade 21L	1
2022-11-01	Illinois	clade 22A	10
2022-11-02	Illinois	clade 22A	5
2022-11-03	Illinois	clade 22A	7
2022-11-04	Illinois	clade 22A	4
2022-11-05	Illinois	clade 22A	5
2022-11-06	Illinois	clade 22A	2
2022-11-07	Illinois	clade 22A	12
2022-11-08	Illinois	clade 22A	4
2022-11-09	Illinois	clade 22A	6
2022-11-10	Illinois	clade 22A	4
2022-11-11	Illinois	clade 22A	5
2022-11-12	Illinois	clade 22A	7
2022-11-13	Illinois	clade 22A	1
2022-11-14	Illinois	clade 22A	4
2022-11-15	Illinois	clade 22A	2
2022-11-16	Illinois	clade 22A	3
2022-11-17	Illinois	clade 22A	6
2022-11-18	Illinois	clade 22A	4
2022-11-19	Illinois	clade 22A	3
2022-11-20	Illinois	clade 22A	1
2022-11-21	Illinois	clade 22A	2
2022-11-22	Illinois	clade 22A	10
2022-11-24	Illinois	clade 22A	1
2022-11-25	Illinois	clade 22A	7
2022-11-26	Illinois	clade 22A	4
2022-11-27	Illinois	clade 22A	5
2022-11-28	Illinois	clade 22A	6
2022-11-29	Illinois	clade 22A	4
2022-11-30	Illinois	clade 22A	3
2022-12-01	Illinois	clade 22A	5
2022-12-02	Illinois	clade 22A	4
2022-12-03	Illinois	clade 22A	3
2022-12-04	Illinois	clade 22A	3
2022-12-05	Illinois	clade 22A	1
2022-12-06	Illinois	clade 22A	2
2022-12-07	Illinois	clade 22A	6
2022-12-08	Illinois	clade 22A	4
2022-12-09	Illinois	clade 22A	4
2022-12-10	Illinois	clade 22A	4
2022-12-12	Illinois	clade 22A	2
2022-12-14	Illinois	clade 22A	1
2022-12-15	Illinois	clade 22A	3
2022-12-16	Illinois	clade 22A	1
2022-12-17	Illinois	clade 22A	1
2022-12-19	Illinois	clade 22A	1
2022-11-01	Illinois	clade 22B	100
2022-11-02	Illinois	clade 22B	76
2022-11-03	Illinois	clade 22B	56
2022-11-04	Illinois	clade 22B	55
2022-11-05	Illinois	clade 22B	56
2022-11-06	Illinois	clade 22B	40
2022-11-07	Illinois	clade 22B	83
2022-11-08	Illinois	clade 22B	46
2022-11-09	Illinois	clade 22B	76
2022-11-10	Illinois	clade 22B	78
2022-11-11	Illinois	clade 22B	81
2022-11-12	Illinois	clade 22B	43
2022-11-13	Illinois	clade 22B	48
2022-11-14	Illinois	clade 22B	54
2022-11-15	Illinois	clade 22B	58
2022-11-16	Illinois	clade 22B	63
2022-11-17	Illinois	clade 22B	46
2022-11-18	Illinois	clade 22B	42
2022-11-19	Illinois	clade 22B	34
2022-11-20	Illinois	clade 22B	28
2022-11-21	Illinois	clade 22B	27
2022-11-22	Illinois	clade 22B	55
2022-11-23	Illinois	clade 22B	57
2022-11-24	Illinois	clade 22B	11
2022-11-25	Illinois	clade 22B	53
2022-11-26	Illinois	clade 22B	45
2022-11-27	Illinois	clade 22B	44
2022-11-28	Illinois	clade 22B	78
2022-11-29	Illinois	clade 22B	69
2022-11-30	Illinois	clade 22B	50
2022-12-01	Illinois	clade 22B	69
2022-12-02	Illinois	clade 22B	52
2022-12-03	Illinois	clade 22B	26
2022-12-04	Illinois	clade 22B	30
2022-12-05	Illinois	clade 22B	42
2022-12-06	Illinois	clade 22B	41
2022-12-07	Illinois	clade 22B	51
2022-12-08	Illinois	clade 22B	50
2022-12-09	Illinois	clade 22B	36
2022-12-10	Illinois	clade 22B	20
2022-12-11	Illinois	clade 22B	34
2022-12-12	Illinois	clade 22B	54
2022-12-13	Illinois	clade 22B	36
2022-12-14	Illinois	clade 22B	21
2022-12-15	Illinois	clade 22B	33
2022-12-16	Illinois	clade 22B	22
2022-12-17	Illinois	clade 22B	8
2022-12-18	Illinois	clade 22B	13
2022-12-19	Illinois	clade 22B	18
2022-12-20	Illinois	clade 22B	3
2022-12-21	Illinois	clade 22B	10
2022-12-22	Illinois	clade 22B	6
2022-12-23	Illinois	clade 22B	4
2022-12-25	Illinois	clade 22B	4
2022-12-26	Illinois	clade 22B	2
2022-12-27	Illinois	clade 22B	6
2022-12-28	Illinois	clade 22B	1
2022-12-29	Illinois	clade 22B	2
2022-12-30	Illinois	clade 22B	3
2022-12-31	Illinois	clade 22B	2
2023-01-01	Illinois	clade 22B	1
2023-01-02	Illinois	clade 22B	4
2023-01-03	Illinois	clade 22B	3
2023-01-04	Illinois	clade 22B	3
2022-11-01	Illinois	clade 22D	3
2022-11-02	Illinois	clade 22D	8
2022-11-03	Illinois	clade 22D	2
2022-11-04	Illinois	clade 22D	5
2022-11-05	Illinois	clade 22D	1
2022-11-06	Illinois	clade 22D	3
2022-11-07	Illinois	clade 22D	5
2022-11-08	Illinois	clade 22D	3
2022-11-09	Illinois	clade 22D	8
2022-11-10	Illinois	clade 22D	9
2022-11-11	Illinois	clade 22D	15
2022-11-12	Illinois	clade 22D	4
2022-11-13	Illinois	clade 22D	5
2022-11-14	Illinois	clade 22D	8
2022-11-15	Illinois	clade 22D	7
2022-11-16	Illinois	clade 22D	6
2022-11-17	Illinois	clade 22D	5
2022-11-18	Illinois	clade 22D	6
2022-11-19	Illinois	clade 22D	5
2022-11-20	Illinois	clade 22D	6
2022-11-21	Illinois	clade 22D	7
2022-11-22	Illinois	clade 22D	11
2022-11-23	Illinois	clade 22D	8
2022-11-24	Illinois	clade 22D	3
2022-11-25	Illinois	clade 22D	10
2022-11-26	Illinois	clade 22D	8
2022-11-27	Illinois	clade 22D	8
2022-11-28	Illinois	clade 22D	11
2022-11-29	Illinois	clade 22D	19
2022-11-30	Illinois	clade 22D	11
2022-12-01	Illinois	clade 22D	8
2022-12-02	Illinois	clade 22D	15
2022-12-03	Illinois	clade 22D	5
2022-12-04	Illinois	clade 22D	9
2022-12-05	Illinois	clade 22D	8
2022-12-06	Illinois	clade 22D	5
2022-12-07	Illinois	clade 22D	10
2022-12-08	Illinois	clade 22D	4
2022-12-09	Illinois	clade 22D	11
2022-12-10	Illinois	clade 22D	5
2022-12-11	Illinois	clade 22D	5
2022-12-12	Illinois	clade 22D	10
2022-12-13	Illinois	clade 22D	11
2022-12-14	Illinois	clade 22D	6
2022-12-15	Illinois	clade 22D	6
2022-12-16	Illinois	clade 22D	6
2022-12-17	Illinois	clade 22D	4
2022-12-18	Illinois	clade 22D	4
2022-12-19	Illinois	clade 22D	9
2022-12-20	Illinois	clade 22D	1
2022-12-21	Illinois	clade 22D	1
2022-12-22	Illinois	clade 22D	1
2022-12-23	Illinois	clade 22D	6
2022-12-24	Illinois	clade 22D	1
2022-12-25	Illinois	clade 22D	1
2022-12-26	Illinois	clade 22D	2
2022-12-29	Illinois	clade 22D	1
2023-01-04	Illinois	clade 22D	1
2022-11-01	Illinois	clade 22E	34
2022-11-02	Illinois	clade 22E	20
2022-11-03	Illinois	clade 22E	27
2022-11-04	Illinois	clade 22E	16
2022-11-05	Illinois	clade 22E	18
2022-11-06	Illinois	clade 22E	24
2022-11-07	Illinois	clade 22E	44
2022-11-08	Illinois	clade 22E	31
2022-11-09	Illinois	clade 22E	37
2022-11-10	Illinois	clade 22E	61
2022-11-11	Illinois	clade 22E	49
2022-11-12	Illinois	clade 22E	27
2022-11-13	Illinois	clade 22E	26
2022-11-14	Illinois	clade 22E	46
2022-11-15	Illinois	clade 22E	45
2022-11-16	Illinois	clade 22E	52
2022-11-17	Illinois	clade 22E	45
2022-11-18	Illinois	clade 22E	35
2022-11-19	Illinois	clade 22E	36
2022-11-20	Illinois	clade 22E	26
2022-11-21	Illinois	clade 22E	29
2022-11-22	Illinois	clade 22E	49
2022-11-23	Illinois	clade 22E	60
2022-11-24	Illinois	clade 22E	7
2022-11-25	Illinois	clade 22E	60
2022-11-26	Illinois	clade 22E	54
2022-11-27	Illinois	clade 22E	65
2022-11-28	Illinois	clade 22E	109
2022-11-29	Illinois	clade 22E	75
2022-11-30	Illinois	clade 22E	52
2022-12-01	Illinois	clade 22E	96
2022-12-02	Illinois	clade 22E	80
2022-12-03	Illinois	clade 22E	62
2022-12-04	Illinois	clade 22E	48
2022-12-05	Illinois	clade 22E	46
2022-12-06	Illinois	clade 22E	84
2022-12-07	Illinois	clade 22E	110
2022-12-08	Illinois	clade 22E	91
2022-12-09	Illinois	clade 22E	78
2022-12-10	Illinois	clade 22E	60
2022-12-11	Illinois	clade 22E	53
2022-12-12	Illinois	clade 22E	128
2022-12-13	Illinois	clade 22E	77
2022-12-14	Illinois	clade 22E	75
2022-12-15	Illinois	clade 22E	95
2022-12-16	Illinois	clade 22E	35
2022-12-17	Illinois	clade 22E	32
2022-12-18	Illinois	clade 22E	28
2022-12-19	Illinois	clade 22E	48
2022-12-20	Illinois	clade 22E	38
2022-12-21	Illinois	clade 22E	25
2022-12-22	Illinois	clade 22E	20
2022-12-23	Illinois	clade 22E	16
2022-12-24	Illinois	clade 22E	8
2022-12-25	Illinois	clade 22E	12
2022-12-26	Illinois	clade 22E	10
2022-12-27	Illinois	clade 22E	13
2022-12-28	Illinois	clade 22E	7
2022-12-29	Illinois	clade 22E	3
2022-12-30	Illinois	clade 22E	5
2023-01-01	Illinois	clade 22E	5
2023-01-02	Illinois	clade 22E	10
2023-01-03	Illinois	clade 22E	3
2023-01-04	Illinois	clade 22E	5
2023-01-05	Illinois	clade 22E	2
2022-11-01	Illinois	clade 22F	2
2022-11-04	Illinois	clade 22F	2
2022-11-05	Illinois	clade 22F	2
2022-11-07	Illinois	clade 22F	3
2022-11-08	Illinois	clade 22F	1
2022-11-09	Illinois	clade 22F	1
2022-11-10	Illinois	clade 22F	1
2022-11-11	Illinois	clade 22F	1
2022-11-12	Illinois	clade 22F	1
2022-11-13	Illinois	clade 22F	1
2022-11-14	Illinois	clade 22F	1
2022-11-16	Illinois	clade 22F	2
2022-11-17	Illinois	clade 22F	4
2022-11-18	Illinois	clade 22F	2
2022-11-19	Illinois	clade 22F	2
2022-11-22	Illinois	clade 22F	2
2022-11-23	Illinois	clade 22F	3
2022-11-24	Illinois	clade 22F	1
2022-11-25	Illinois	clade 22F	3
2022-11-26	Illinois	clade 22F	1
2022-11-27	Illinois	clade 22F	1
2022-11-28	Illinois	clade 22F	3
2022-11-29	Illinois	clade 22F	6
2022-12-01	Illinois	clade 22F	3
2022-12-02	Illinois	clade 22F	6
2022-12-03	Illinois	clade 22F	2
2022-12-04	Illinois	clade 22F	1
2022-12-05	Illinois	clade 22F	6
2022-12-06	Illinois	clade 22F	5
2022-12-07	Illinois	clade 22F	2
2022-12-08	Illinois	clade 22F	3
2022-12-09	Illinois	clade 22F	6
2022-12-10	Illinois	clade 22F	1
2022-12-11	Illinois	clade 22F	3
2022-12-12	Illinois	clade 22F	4
2022-12-13	Illinois	clade 22F	4
2022-12-14	Illinois	clade 22F	4
2022-12-15	Illinois	clade 22F	1
2022-12-16	Illinois	clade 22F	2
2022-12-17	Illinois	clade 22F	2
2022-12-19	Illinois	clade 22F	2
2022-12-20	Illinois	clade 22F	2
2022-12-21	Illinois	clade 22F	1
2022-12-24	Illinois	clade 22F	2
2022-12-27	Illinois	clade 22F	1
2022-12-29	Illinois	clade 22F	1
2023-01-03	Illinois	clade 22F	1
2023-01-04	Illinois	clade 22F	1
2022-11-07	Illinois	other	1
2022-11-11	Illinois	other	1
2022-11-14	Illinois	other	1
2022-11-15	Illinois	other	3
2022-11-19	Illinois	other	1
2022-11-28	Illinois	other	1
2022-12-01	Illinois	other	1
2022-12-04	Illinois	other	1
2022-12-05	Illinois	other	1
2022-12-06	Illinois	other	1
2022-12-07	Illinois	other	1
2022-12-08	Illinois	other	2
2022-12-10	Illinois	other	2
2022-12-11	Illinois	other	1
2022-11-01	Louisiana	BQ.1	1
2022-11-04	Louisiana	BQ.1	1
2022-11-05	Louisiana	BQ.1	1
2022-11-06	Louisiana	BQ.1	2
2022-11-07	Louisiana	BQ.1	1
2022-11-09	Louisiana	BQ.1	1
2022-11-11	Louisiana	BQ.1	1
2022-11-14	Louisiana	BQ.1	1
2022-11-15	Louisiana	BQ.1	1
2022-11-17	Louisiana	BQ.1	1
2022-11-18	Louisiana	BQ.1	3
2022-11-21	Louisiana	BQ.1	2
2022-11-24	Louisiana	BQ.1	2
2022-11-25	Louisiana	BQ.1	3
2022-11-26	Louisiana	BQ.1	1
2022-11-28	Louisiana	BQ.1	1
2022-11-29	Louisiana	BQ.1	4
2022-11-30	Louisiana	BQ.1	4
2022-12-01	Louisiana	BQ.1	2
2022-12-02	Louisiana	BQ.1	2
2022-12-09	Louisiana	BQ.1	1
2022-12-10	Louisiana	BQ.1	1
2022-12-11	Louisiana	BQ.1	1
2022-12-13	Louisiana	BQ.1	3
2022-12-14	Louisiana	BQ.1	4
2022-12-18	Louisiana	BQ.1	1
2022-12-19	Louisiana	BQ.1	1
2022-12-21	Louisiana	BQ.1	1
2022-12-26	Louisiana	BQ.1	3
2022-12-27	Louisiana	BQ.1	1
2022-12-28	Louisiana	BQ.1	1
2022-12-29	Louisiana	BQ.1	1
2023-01-02	Louisiana	BQ.1	1
2022-11-11	Louisiana	XBB.1.5	1
2022-12-07	Louisiana	XBB.1.5	1
2022-12-10	Louisiana	XBB.1.5	1
2022-12-12	Louisiana	XBB.1.5	1
2022-12-13	Louisiana	XBB.1.5	2
2022-12-15	Louisiana	XBB.1.5	1
2022-12-20	Louisiana	XBB.1.5	2
2022-12-21	Louisiana	XBB.1.5	1
2022-12-22	Louisiana	XBB.1.5	1
2022-12-26	Louisiana	XBB.1.5	1
2022-12-29	Louisiana	XBB.1.5	3
2022-12-30	Louisiana	XBB.1.5	1
2022-12-31	Louisiana	XBB.1.5	1
2022-11-17	Louisiana	clade 21L	1
2022-11-18	Louisiana	clade 21L	1
2022-12-22	Louisiana	clade 21L	1
2022-11-01	Louisiana	clade 22A	2
2022-11-03	Louisiana	clade 22A	4
2022-11-04	Louisiana	clade 22A	1
2022-11-06	Louisiana	clade 22A	1
2022-11-07	Louisiana	clade 22A	1
2022-11-08	Louisiana	clade 22A	1
2022-11-09	Louisiana	clade 22A	2
2022-11-13	Louisiana	clade 22A	1
2022-11-17	Louisiana	clade 22A	1
2022-11-18	Louisiana	clade 22A	1
2022-11-29	Louisiana	clade 22A	2
2022-12-01	Louisiana	clade 22A	1
2022-12-15	Louisiana	clade 22A	1
2022-12-22	Louisiana	clade 22A	1
2022-11-01	Louisiana	clade 22B	12
2022-11-02	Louisiana	clade 22B	13
2022-11-03	Louisiana	clade 22B	9
2022-11-04	Louisiana	clade 22B	5
2022-11-05	Louisiana	clade 22B	3
2022-11-06	Louisiana	clade 22B	1
2022-11-07	Louisiana	clade 22B	7
2022-11-08	Louisiana	clade 22B	7
2022-11-09	Louisiana	clade 22B	8
2022-11-10	Louisiana	clade 22B	14
2022-11-11	Louisiana	clade 22B	4
2022-11-12	Louisiana	clade 22B	4
2022-11-13	Louisiana	clade 22B	2
2022-11-14	Louisiana	clade 22B	12
2022-11-15	Louisiana	clade 22B	8
2022-11-16	Louisiana	clade 22B	10
2022-11-17	Louisiana	clade 22B	16
2022-11-18	Louisiana	clade 22B	2
2022-11-20	Louisiana	clade 22B	4
2022-11-21	Louisiana	clade 22B	3
2022-11-22	Louisiana	clade 22B	5
2022-11-23	Louisiana	clade 22B	5
2022-11-24	Louisiana	clade 22B	1
2022-11-25	Louisiana	clade 22B	3
2022-11-26	Louisiana	clade 22B	5
2022-11-27	Louisiana	clade 22B	2
2022-11-28	Louisiana	clade 22B	15
2022-11-29	Louisiana	clade 22B	26
2022-11-30	Louisiana	clade 22B	8
2022-12-01	Louisiana	clade 22B	21
2022-12-02	Louisiana	clade 22B	2
2022-12-03	Louisiana	clade 22B	3
2022-12-04	Louisiana	clade 22B	3
2022-12-05	Louisiana	clade 22B	7
2022-12-06	Louisiana	clade 22B	7
2022-12-07	Louisiana	clade 22B	5
2022-12-08	Louisiana	clade 22B	6
2022-12-09	Louisiana	clade 22B	4
2022-12-10	Louisiana	clade 22B	1
2022-12-11	Louisiana	clade 22B	2
2022-12-12	Louisiana	clade 22B	4
2022-12-13	Louisiana	clade 22B	5
2022-12-14	Louisiana	clade 22B	7
2022-12-15	Louisiana	clade 22B	10
2022-12-16	Louisiana	clade 22B	2
2022-12-19	Louisiana	clade 22B	2
2022-12-20	Louisiana	clade 22B	5
2022-12-21	Louisiana	clade 22B	5
2022-12-22	Louisiana	clade 22B	2
2022-12-23	Louisiana	clade 22B	3
2022-12-24	Louisiana	clade 22B	1
2022-12-26	Louisiana	clade 22B	3
2022-12-27	Louisiana	clade 22B	4
2022-12-28	Louisiana	clade 22B	4
2022-12-29	Louisiana	clade 22B	4
2022-12-30	Louisiana	clade 22B	3
2022-12-31	Louisiana	clade 22B	3
2022-11-08	Louisiana	clade 22D	1
2022-11-10	Louisiana	clade 22D	2
2022-11-12	Louisiana	clade 22D	1
2022-11-21	Louisiana	clade 22D	2
2022-11-22	Louisiana	clade 22D	1
2022-11-24	Louisiana	clade 22D	1
2022-11-26	Louisiana	clade 22D	1
2022-11-27	Louisiana	clade 22D	1
2022-11-28	Louisiana	clade 22D	3
2022-11-29	Louisiana	clade 22D	1
2022-12-01	Louisiana	clade 22D	1
2022-12-05	Louisiana	clade 22D	2
2022-12-08	Louisiana	clade 22D	1
2022-12-09	Louisiana	clade 22D	1
2022-12-11	Louisiana	clade 22D	1
2022-12-13	Louisiana	clade 22D	1
2022-12-14	Louisiana	clade 22D	1
2022-12-15	Louisiana	clade 22D	3
2022-12-16	Louisiana	clade 22D	1
2022-12-18	Louisiana	clade 22D	1
2022-12-19	Louisiana	clade 22D	1
2022-12-20	Louisiana	clade 22D	2
2022-12-21	Louisiana	clade 22D	3
2022-12-23	Louisiana	clade 22D	1
2022-12-27	Louisiana	clade 22D	2
2022-12-29	Louisiana	clade 22D	2
2022-11-01	Louisiana	clade 22E	7
2022-11-02	Louisiana	clade 22E	7
2022-11-03	Louisiana	clade 22E	6
2022-11-04	Louisiana	clade 22E	1
2022-11-06	Louisiana	clade 22E	1
2022-11-07	Louisiana	clade 22E	7
2022-11-08	Louisiana	clade 22E	5
2022-11-09	Louisiana	clade 22E	8
2022-11-10	Louisiana	clade 22E	1
2022-11-11	Louisiana	clade 22E	1
2022-11-13	Louisiana	clade 22E	2
2022-11-14	Louisiana	clade 22E	1
2022-11-15	Louisiana	clade 22E	4
2022-11-16	Louisiana	clade 22E	3
2022-11-17	Louisiana	clade 22E	8
2022-11-18	Louisiana	clade 22E	2
2022-11-20	Louisiana	clade 22E	1
2022-11-21	Louisiana	clade 22E	4
2022-11-23	Louisiana	clade 22E	2
2022-11-24	Louisiana	clade 22E	3
2022-11-25	Louisiana	clade 22E	6
2022-11-26	Louisiana	clade 22E	3
2022-11-27	Louisiana	clade 22E	4
2022-11-28	Louisiana	clade 22E	15
2022-11-29	Louisiana	clade 22E	8
2022-11-30	Louisiana	clade 22E	8
2022-12-01	Louisiana	clade 22E	14
2022-12-02	Louisiana	clade 22E	6
2022-12-03	Louisiana	clade 22E	4
2022-12-04	Louisiana	clade 22E	5
2022-12-05	Louisiana	clade 22E	9
2022-12-06	Louisiana	clade 22E	11
2022-12-07	Louisiana	clade 22E	9
2022-12-08	Louisiana	clade 22E	8
2022-12-09	Louisiana	clade 22E	5
2022-12-10	Louisiana	clade 22E	2
2022-12-11	Louisiana	clade 22E	3
2022-12-12	Louisiana	clade 22E	9
2022-12-13	Louisiana	clade 22E	27
2022-12-14	Louisiana	clade 22E	9
2022-12-15	Louisiana	clade 22E	12
2022-12-16	Louisiana	clade 22E	5
2022-12-17	Louisiana	clade 22E	1
2022-12-18	Louisiana	clade 22E	3
2022-12-19	Louisiana	clade 22E	14
2022-12-20	Louisiana	clade 22E	21
2022-12-21	Louisiana	clade 22E	16
2022-12-22	Louisiana	clade 22E	8
2022-12-23	Louisiana	clade 22E	7
2022-12-24	Louisiana	clade 22E	2
2022-12-25	Louisiana	clade 22E	5
2022-12-26	Louisiana	clade 22E	7
2022-12-27	Louisiana	clade 22E	2
2022-12-28	Louisiana	clade 22E	9
2022-12-29	Louisiana	clade 22E	12
2022-12-30	Louisiana	clade 22E	5
2022-12-31	Louisiana	clade 22E	1
2023-01-02	Louisiana	clade 22E	4
2023-01-03	Louisiana	clade 22E	3
2023-01-05	Louisiana	clade 22E	1
2022-11-03	Louisiana	clade 22F	1
2022-11-10	Louisiana	clade 22F	1
2022-11-12	Louisiana	clade 22F	1
2022-12-02	Louisiana	clade 22F	1
2022-12-05	Louisiana	clade 22F	1
2022-12-14	Louisiana	clade 22F	1
2023-01-04	Louisiana	clade 22F	1
2022-11-08	Louisiana	other	1
2022-11-10	Louisiana	other	1
2022-11-17	Louisiana	other	1
2022-11-07	Maine	BQ.1	1
2022-11-22	Maine	BQ.1	1
2022-11-29	Maine	BQ.1	2
2022-11-30	Maine	BQ.1	1
2022-12-01	Maine	BQ.1	1
2022-12-21	Maine	BQ.1	1
2022-12-03	Maine	XBB.1.5	1
2022-12-04	Maine	XBB.1.5	2
2022-12-08	Maine	XBB.1.5	1
2022-12-20	Maine	XBB.1.5	1
2022-11-06	Maine	clade 22A	1
2022-12-14	Maine	clade 22A	1
2022-11-01	Maine	clade 22B	10
2022-11-02	Maine	clade 22B	6
2022-11-07	Maine	clade 22B	3
2022-11-08	Maine	clade 22B	1
2022-11-09	Maine	clade 22B	1
2022-11-10	Maine	clade 22B	1
2022-11-11	Maine	clade 22B	1
2022-11-16	Maine	clade 22B	1
2022-11-21	Maine	clade 22B	2
2022-11-22	Maine	clade 22B	4
2022-11-28	Maine	clade 22B	5
2022-11-29	Maine	clade 22B	4
2022-11-30	Maine	clade 22B	2
2022-12-01	Maine	clade 22B	3
2022-12-02	Maine	clade 22B	1
2022-12-09	Maine	clade 22B	1
2022-12-15	Maine	clade 22B	1
2022-12-20	Maine	clade 22B	1
2022-12-22	Maine	clade 22B	1
2022-11-18	Maine	clade 22D	1
2022-12-04	Maine	clade 22D	1
2022-12-08	Maine	clade 22D	1
2022-12-15	Maine	clade 22D	1
2022-11-02	Maine	clade 22E	1
2022-11-09	Maine	clade 22E	1
2022-11-18	Maine	clade 22E	2
2022-11-20	Maine	clade 22E	1
2022-11-21	Maine	clade 22E	1
2022-11-28	Maine	clade 22E	2
2022-11-29	Maine	clade 22E	2
2022-11-30	Maine	clade 22E	3
2022-12-01	Maine	clade 22E	3
2022-12-02	Maine	clade 22E	1
2022-12-03	Maine	clade 22E	3
2022-12-06	Maine	clade 22E	1
2022-12-08	Maine	clade 22E	2
2022-12-14	Maine	clade 22E	1
2022-12-20	Maine	clade 22E	3
2022-12-21	Maine	clade 22E	1
