date	location	variant	sequences
2022-12-18	Minnesota	clade 22A	1
2022-12-27	Minnesota	clade 22A	1
2022-12-28	Minnesota	clade 22A	1
2022-11-01	Minnesota	clade 22B	33
2022-11-02	Minnesota	clade 22B	31
2022-11-03	Minnesota	clade 22B	40
2022-11-04	Minnesota	clade 22B	42
2022-11-05	Minnesota	clade 22B	30
2022-11-06	Minnesota	clade 22B	10
2022-11-07	Minnesota	clade 22B	32
2022-11-08	Minnesota	clade 22B	35
2022-11-09	Minnesota	clade 22B	35
2022-11-10	Minnesota	clade 22B	25
2022-11-11	Minnesota	clade 22B	24
2022-11-12	Minnesota	clade 22B	36
2022-11-13	Minnesota	clade 22B	26
2022-11-14	Minnesota	clade 22B	27
2022-11-15	Minnesota	clade 22B	20
2022-11-16	Minnesota	clade 22B	26
2022-11-17	Minnesota	clade 22B	21
2022-11-18	Minnesota	clade 22B	27
2022-11-19	Minnesota	clade 22B	5
2022-11-20	Minnesota	clade 22B	13
2022-11-21	Minnesota	clade 22B	15
2022-11-22	Minnesota	clade 22B	33
2022-11-23	Minnesota	clade 22B	20
2022-11-24	Minnesota	clade 22B	2
2022-11-25	Minnesota	clade 22B	24
2022-11-26	Minnesota	clade 22B	13
2022-11-27	Minnesota	clade 22B	20
2022-11-28	Minnesota	clade 22B	18
2022-11-29	Minnesota	clade 22B	11
2022-11-30	Minnesota	clade 22B	13
2022-12-01	Minnesota	clade 22B	22
2022-12-02	Minnesota	clade 22B	19
2022-12-03	Minnesota	clade 22B	14
2022-12-04	Minnesota	clade 22B	12
2022-12-05	Minnesota	clade 22B	17
2022-12-06	Minnesota	clade 22B	12
2022-12-07	Minnesota	clade 22B	11
2022-12-08	Minnesota	clade 22B	8
2022-12-09	Minnesota	clade 22B	7
2022-12-10	Minnesota	clade 22B	9
2022-12-11	Minnesota	clade 22B	13
2022-12-12	Minnesota	clade 22B	21
2022-12-13	Minnesota	clade 22B	15
2022-12-14	Minnesota	clade 22B	8
2022-12-15	Minnesota	clade 22B	10
2022-12-16	Minnesota	clade 22B	7
2022-12-17	Minnesota	clade 22B	9
2022-12-18	Minnesota	clade 22B	4
2022-12-19	Minnesota	clade 22B	7
2022-12-20	Minnesota	clade 22B	2
2022-12-21	Minnesota	clade 22B	2
2022-12-23	Minnesota	clade 22B	3
2022-12-25	Minnesota	clade 22B	4
2022-12-26	Minnesota	clade 22B	5
2022-12-27	Minnesota	clade 22B	3
2022-12-28	Minnesota	clade 22B	7
2022-12-29	Minnesota	clade 22B	2
2022-12-30	Minnesota	clade 22B	1
2022-12-31	Minnesota	clade 22B	2
2022-11-01	Minnesota	clade 22D	2
2022-11-02	Minnesota	clade 22D	1
2022-11-03	Minnesota	clade 22D	1
2022-11-04	Minnesota	clade 22D	1
2022-11-06	Minnesota	clade 22D	1
2022-11-07	Minnesota	clade 22D	3
2022-11-08	Minnesota	clade 22D	1
2022-11-09	Minnesota	clade 22D	1
2022-11-10	Minnesota	clade 22D	2
2022-11-15	Minnesota	clade 22D	1
2022-11-16	Minnesota	clade 22D	3
2022-11-17	Minnesota	clade 22D	1
2022-11-18	Minnesota	clade 22D	1
2022-11-19	Minnesota	clade 22D	2
2022-11-20	Minnesota	clade 22D	2
2022-11-21	Minnesota	clade 22D	1
2022-11-22	Minnesota	clade 22D	2
2022-11-25	Minnesota	clade 22D	1
2022-11-26	Minnesota	clade 22D	1
2022-11-27	Minnesota	clade 22D	1
2022-11-29	Minnesota	clade 22D	2
2022-11-30	Minnesota	clade 22D	3
2022-12-01	Minnesota	clade 22D	3
2022-12-02	Minnesota	clade 22D	3
2022-12-03	Minnesota	clade 22D	1
2022-12-04	Minnesota	clade 22D	1
2022-12-07	Minnesota	clade 22D	2
2022-12-08	Minnesota	clade 22D	1
2022-12-09	Minnesota	clade 22D	2
2022-12-10	Minnesota	clade 22D	1
2022-12-13	Minnesota	clade 22D	1
2022-12-14	Minnesota	clade 22D	4
2022-12-15	Minnesota	clade 22D	4
2022-12-17	Minnesota	clade 22D	1
2022-12-18	Minnesota	clade 22D	2
2022-12-20	Minnesota	clade 22D	2
2022-12-21	Minnesota	clade 22D	2
2022-12-24	Minnesota	clade 22D	1
2022-12-25	Minnesota	clade 22D	1
2022-12-26	Minnesota	clade 22D	1
2022-12-28	Minnesota	clade 22D	1
2022-12-30	Minnesota	clade 22D	1
2022-12-31	Minnesota	clade 22D	2
2022-11-01	Minnesota	clade 22E	8
2022-11-02	Minnesota	clade 22E	8
2022-11-03	Minnesota	clade 22E	3
2022-11-04	Minnesota	clade 22E	10
2022-11-05	Minnesota	clade 22E	11
2022-11-06	Minnesota	clade 22E	4
2022-11-07	Minnesota	clade 22E	8
2022-11-08	Minnesota	clade 22E	8
2022-11-09	Minnesota	clade 22E	21
2022-11-10	Minnesota	clade 22E	6
2022-11-11	Minnesota	clade 22E	8
2022-11-12	Minnesota	clade 22E	7
2022-11-13	Minnesota	clade 22E	10
2022-11-14	Minnesota	clade 22E	8
2022-11-15	Minnesota	clade 22E	15
2022-11-16	Minnesota	clade 22E	13
2022-11-17	Minnesota	clade 22E	13
2022-11-18	Minnesota	clade 22E	13
2022-11-19	Minnesota	clade 22E	11
2022-11-20	Minnesota	clade 22E	13
2022-11-21	Minnesota	clade 22E	14
2022-11-22	Minnesota	clade 22E	16
2022-11-23	Minnesota	clade 22E	27
2022-11-24	Minnesota	clade 22E	4
2022-11-25	Minnesota	clade 22E	13
2022-11-26	Minnesota	clade 22E	14
2022-11-27	Minnesota	clade 22E	22
2022-11-28	Minnesota	clade 22E	16
2022-11-29	Minnesota	clade 22E	11
2022-11-30	Minnesota	clade 22E	9
2022-12-01	Minnesota	clade 22E	13
2022-12-02	Minnesota	clade 22E	20
2022-12-03	Minnesota	clade 22E	17
2022-12-04	Minnesota	clade 22E	15
2022-12-05	Minnesota	clade 22E	17
2022-12-06	Minnesota	clade 22E	16
2022-12-07	Minnesota	clade 22E	10
2022-12-08	Minnesota	clade 22E	10
2022-12-09	Minnesota	clade 22E	13
2022-12-10	Minnesota	clade 22E	17
2022-12-11	Minnesota	clade 22E	10
2022-12-12	Minnesota	clade 22E	34
2022-12-13	Minnesota	clade 22E	11
2022-12-14	Minnesota	clade 22E	30
2022-12-15	Minnesota	clade 22E	17
2022-12-16	Minnesota	clade 22E	9
2022-12-17	Minnesota	clade 22E	12
2022-12-18	Minnesota	clade 22E	17
2022-12-19	Minnesota	clade 22E	17
2022-12-20	Minnesota	clade 22E	16
2022-12-21	Minnesota	clade 22E	7
2022-12-22	Minnesota	clade 22E	4
2022-12-23	Minnesota	clade 22E	2
2022-12-24	Minnesota	clade 22E	9
2022-12-25	Minnesota	clade 22E	5
2022-12-26	Minnesota	clade 22E	4
2022-12-27	Minnesota	clade 22E	6
2022-12-28	Minnesota	clade 22E	5
2022-12-29	Minnesota	clade 22E	9
2022-12-30	Minnesota	clade 22E	2
2022-12-31	Minnesota	clade 22E	10
2023-01-01	Minnesota	clade 22E	3
2023-01-02	Minnesota	clade 22E	2
2022-11-01	Minnesota	clade 22F	10
2022-11-02	Minnesota	clade 22F	1
2022-11-03	Minnesota	clade 22F	3
2022-11-04	Minnesota	clade 22F	2
2022-11-05	Minnesota	clade 22F	1
2022-11-08	Minnesota	clade 22F	1
2022-11-09	Minnesota	clade 22F	1
2022-11-10	Minnesota	clade 22F	1
2022-11-11	Minnesota	clade 22F	2
2022-11-14	Minnesota	clade 22F	1
2022-11-15	Minnesota	clade 22F	2
2022-11-16	Minnesota	clade 22F	1
2022-11-17	Minnesota	clade 22F	3
2022-11-18	Minnesota	clade 22F	2
2022-11-19	Minnesota	clade 22F	1
2022-11-21	Minnesota	clade 22F	1
2022-11-22	Minnesota	clade 22F	5
2022-11-23	Minnesota	clade 22F	2
2022-11-25	Minnesota	clade 22F	1
2022-11-27	Minnesota	clade 22F	1
2022-11-28	Minnesota	clade 22F	2
2022-11-30	Minnesota	clade 22F	1
2022-12-01	Minnesota	clade 22F	1
2022-12-03	Minnesota	clade 22F	2
2022-12-04	Minnesota	clade 22F	1
2022-12-05	Minnesota	clade 22F	1
2022-12-06	Minnesota	clade 22F	1
2022-12-10	Minnesota	clade 22F	1
2022-12-11	Minnesota	clade 22F	1
2022-12-12	Minnesota	clade 22F	4
2022-12-13	Minnesota	clade 22F	2
2022-12-14	Minnesota	clade 22F	2
2022-12-15	Minnesota	clade 22F	2
2022-12-17	Minnesota	clade 22F	2
2022-12-18	Minnesota	clade 22F	3
2022-12-20	Minnesota	clade 22F	1
2022-12-21	Minnesota	clade 22F	1
2022-12-28	Minnesota	clade 22F	3
2022-12-29	Minnesota	clade 22F	1
2022-12-30	Minnesota	clade 22F	1
2022-11-14	Minnesota	other	1
2022-11-24	Minnesota	other	1
2022-11-03	Missouri	BQ.1	1
2022-11-05	Missouri	BQ.1	1
2022-11-07	Missouri	BQ.1	1
2022-11-08	Missouri	BQ.1	1
2022-11-09	Missouri	BQ.1	2
2022-11-10	Missouri	BQ.1	1
2022-11-15	Missouri	BQ.1	2
2022-11-16	Missouri	BQ.1	2
2022-11-17	Missouri	BQ.1	2
2022-11-21	Missouri	BQ.1	2
2022-11-22	Missouri	BQ.1	2
2022-11-23	Missouri	BQ.1	1
2022-11-28	Missouri	BQ.1	1
2022-11-29	Missouri	BQ.1	2
2022-11-30	Missouri	BQ.1	2
2022-12-01	Missouri	BQ.1	1
2022-12-02	Missouri	BQ.1	1
2022-12-05	Missouri	BQ.1	2
2022-12-06	Missouri	BQ.1	4
2022-12-08	Missouri	BQ.1	2
2022-12-09	Missouri	BQ.1	1
2022-12-10	Missouri	BQ.1	3
2022-12-11	Missouri	BQ.1	2
2022-12-12	Missouri	BQ.1	2
2022-12-13	Missouri	BQ.1	1
2022-12-14	Missouri	BQ.1	2
2022-12-15	Missouri	BQ.1	2
2022-11-26	Missouri	XBB.1.5	1
2022-11-29	Missouri	XBB.1.5	1
2022-12-05	Missouri	XBB.1.5	1
2022-11-03	Missouri	clade 21L	1
2022-11-07	Missouri	clade 21L	1
2022-11-01	Missouri	clade 22A	2
2022-11-04	Missouri	clade 22A	2
2022-11-05	Missouri	clade 22A	1
2022-11-07	Missouri	clade 22A	1
2022-11-08	Missouri	clade 22A	6
2022-11-09	Missouri	clade 22A	6
2022-11-10	Missouri	clade 22A	2
2022-11-15	Missouri	clade 22A	2
2022-11-16	Missouri	clade 22A	3
2022-11-17	Missouri	clade 22A	2
2022-11-18	Missouri	clade 22A	1
2022-11-21	Missouri	clade 22A	1
2022-11-22	Missouri	clade 22A	1
2022-11-24	Missouri	clade 22A	1
2022-11-26	Missouri	clade 22A	2
2022-11-27	Missouri	clade 22A	1
2022-11-28	Missouri	clade 22A	3
2022-11-30	Missouri	clade 22A	1
2022-12-02	Missouri	clade 22A	2
2022-12-04	Missouri	clade 22A	1
2022-12-06	Missouri	clade 22A	2
2022-12-07	Missouri	clade 22A	1
2022-12-08	Missouri	clade 22A	1
2022-12-13	Missouri	clade 22A	1
2022-12-15	Missouri	clade 22A	2
2022-12-16	Missouri	clade 22A	2
2022-12-17	Missouri	clade 22A	1
2022-11-01	Missouri	clade 22B	20
2022-11-02	Missouri	clade 22B	10
2022-11-03	Missouri	clade 22B	7
2022-11-04	Missouri	clade 22B	15
2022-11-05	Missouri	clade 22B	8
2022-11-06	Missouri	clade 22B	9
2022-11-07	Missouri	clade 22B	18
2022-11-08	Missouri	clade 22B	14
2022-11-09	Missouri	clade 22B	11
2022-11-10	Missouri	clade 22B	16
2022-11-11	Missouri	clade 22B	10
2022-11-12	Missouri	clade 22B	2
2022-11-13	Missouri	clade 22B	3
2022-11-14	Missouri	clade 22B	6
2022-11-15	Missouri	clade 22B	9
2022-11-16	Missouri	clade 22B	18
2022-11-17	Missouri	clade 22B	10
2022-11-18	Missouri	clade 22B	5
2022-11-19	Missouri	clade 22B	6
2022-11-20	Missouri	clade 22B	1
2022-11-21	Missouri	clade 22B	1
2022-11-22	Missouri	clade 22B	22
2022-11-23	Missouri	clade 22B	16
2022-11-24	Missouri	clade 22B	1
2022-11-25	Missouri	clade 22B	16
2022-11-26	Missouri	clade 22B	22
2022-11-27	Missouri	clade 22B	9
2022-11-28	Missouri	clade 22B	23
2022-11-29	Missouri	clade 22B	14
2022-11-30	Missouri	clade 22B	14
2022-12-01	Missouri	clade 22B	8
2022-12-02	Missouri	clade 22B	20
2022-12-03	Missouri	clade 22B	3
2022-12-04	Missouri	clade 22B	1
2022-12-05	Missouri	clade 22B	10
2022-12-06	Missouri	clade 22B	10
2022-12-07	Missouri	clade 22B	11
2022-12-08	Missouri	clade 22B	4
2022-12-09	Missouri	clade 22B	6
2022-12-10	Missouri	clade 22B	9
2022-12-11	Missouri	clade 22B	5
2022-12-12	Missouri	clade 22B	5
2022-12-13	Missouri	clade 22B	12
2022-12-14	Missouri	clade 22B	7
2022-12-15	Missouri	clade 22B	6
2022-12-17	Missouri	clade 22B	5
2022-12-18	Missouri	clade 22B	1
2022-12-19	Missouri	clade 22B	4
2022-12-20	Missouri	clade 22B	1
2022-12-21	Missouri	clade 22B	2
2022-12-22	Missouri	clade 22B	1
2022-11-07	Missouri	clade 22D	1
2022-11-08	Missouri	clade 22D	1
2022-11-09	Missouri	clade 22D	1
2022-11-11	Missouri	clade 22D	2
2022-11-15	Missouri	clade 22D	2
2022-11-16	Missouri	clade 22D	1
2022-11-17	Missouri	clade 22D	1
2022-11-19	Missouri	clade 22D	1
2022-11-22	Missouri	clade 22D	4
2022-11-29	Missouri	clade 22D	1
2022-12-02	Missouri	clade 22D	1
2022-12-05	Missouri	clade 22D	2
2022-12-07	Missouri	clade 22D	2
2022-12-08	Missouri	clade 22D	3
2022-12-10	Missouri	clade 22D	3
2022-12-11	Missouri	clade 22D	2
2022-12-12	Missouri	clade 22D	2
2022-12-13	Missouri	clade 22D	2
2022-12-14	Missouri	clade 22D	1
2022-12-15	Missouri	clade 22D	1
2022-12-16	Missouri	clade 22D	2
2022-11-01	Missouri	clade 22E	1
2022-11-04	Missouri	clade 22E	2
2022-11-05	Missouri	clade 22E	6
2022-11-06	Missouri	clade 22E	3
2022-11-07	Missouri	clade 22E	1
2022-11-08	Missouri	clade 22E	4
2022-11-09	Missouri	clade 22E	6
2022-11-10	Missouri	clade 22E	13
2022-11-11	Missouri	clade 22E	2
2022-11-12	Missouri	clade 22E	2
2022-11-13	Missouri	clade 22E	1
2022-11-14	Missouri	clade 22E	3
2022-11-15	Missouri	clade 22E	8
2022-11-16	Missouri	clade 22E	6
2022-11-17	Missouri	clade 22E	3
2022-11-18	Missouri	clade 22E	5
2022-11-19	Missouri	clade 22E	2
2022-11-20	Missouri	clade 22E	2
2022-11-21	Missouri	clade 22E	2
2022-11-22	Missouri	clade 22E	7
2022-11-23	Missouri	clade 22E	7
2022-11-25	Missouri	clade 22E	11
2022-11-26	Missouri	clade 22E	6
2022-11-27	Missouri	clade 22E	10
2022-11-28	Missouri	clade 22E	21
2022-11-29	Missouri	clade 22E	18
2022-11-30	Missouri	clade 22E	13
2022-12-01	Missouri	clade 22E	9
2022-12-02	Missouri	clade 22E	10
2022-12-03	Missouri	clade 22E	6
2022-12-04	Missouri	clade 22E	3
2022-12-05	Missouri	clade 22E	12
2022-12-06	Missouri	clade 22E	11
2022-12-07	Missouri	clade 22E	7
2022-12-08	Missouri	clade 22E	16
2022-12-09	Missouri	clade 22E	9
2022-12-10	Missouri	clade 22E	10
2022-12-11	Missouri	clade 22E	9
2022-12-12	Missouri	clade 22E	19
2022-12-13	Missouri	clade 22E	21
2022-12-14	Missouri	clade 22E	13
2022-12-15	Missouri	clade 22E	16
2022-12-16	Missouri	clade 22E	8
2022-12-17	Missouri	clade 22E	9
2022-12-18	Missouri	clade 22E	2
2022-12-19	Missouri	clade 22E	4
2022-12-20	Missouri	clade 22E	2
2022-12-21	Missouri	clade 22E	3
2022-12-23	Missouri	clade 22E	1
2022-11-13	Missouri	clade 22F	1
2022-11-25	Missouri	clade 22F	1
2022-11-28	Missouri	clade 22F	1
2022-12-06	Missouri	clade 22F	1
2022-12-07	Missouri	clade 22F	1
2022-12-12	Missouri	clade 22F	1
2022-11-01	Missouri	other	1
2022-11-06	New Hampshire	BQ.1	2
2022-11-28	New Hampshire	BQ.1	1
2022-12-02	New Hampshire	BQ.1	2
2022-12-06	New Hampshire	BQ.1	1
2022-12-11	New Hampshire	BQ.1	1
2022-12-17	New Hampshire	BQ.1	1
2022-11-30	New Hampshire	XBB.1.5	1
2022-12-02	New Hampshire	XBB.1.5	1
2022-12-04	New Hampshire	XBB.1.5	1
2022-12-05	New Hampshire	XBB.1.5	1
2022-12-08	New Hampshire	XBB.1.5	1
2022-12-09	New Hampshire	XBB.1.5	1
2022-12-11	New Hampshire	XBB.1.5	1
2022-12-14	New Hampshire	XBB.1.5	2
2022-12-17	New Hampshire	XBB.1.5	1
2022-12-19	New Hampshire	XBB.1.5	2
2022-12-23	New Hampshire	XBB.1.5	1
2022-11-04	New Hampshire	clade 21L	1
2022-11-05	New Hampshire	clade 22A	1
2022-11-19	New Hampshire	clade 22A	1
2022-11-01	New Hampshire	clade 22B	2
2022-11-02	New Hampshire	clade 22B	1
2022-11-04	New Hampshire	clade 22B	1
2022-11-06	New Hampshire	clade 22B	3
2022-11-10	New Hampshire	clade 22B	1
2022-11-13	New Hampshire	clade 22B	1
2022-11-14	New Hampshire	clade 22B	2
2022-11-19	New Hampshire	clade 22B	3
2022-11-21	New Hampshire	clade 22B	1
2022-11-26	New Hampshire	clade 22B	2
2022-11-27	New Hampshire	clade 22B	2
2022-11-28	New Hampshire	clade 22B	1
2022-11-29	New Hampshire	clade 22B	1
2022-12-01	New Hampshire	clade 22B	2
2022-12-02	New Hampshire	clade 22B	1
2022-12-04	New Hampshire	clade 22B	2
2022-12-05	New Hampshire	clade 22B	1
2022-12-06	New Hampshire	clade 22B	1
2022-12-11	New Hampshire	clade 22B	1
2022-12-12	New Hampshire	clade 22B	1
2022-12-19	New Hampshire	clade 22B	3
2022-12-23	New Hampshire	clade 22B	2
2022-11-06	New Hampshire	clade 22D	1
2022-11-27	New Hampshire	clade 22D	1
2022-12-12	New Hampshire	clade 22D	1
2022-12-20	New Hampshire	clade 22D	1
2022-11-06	New Hampshire	clade 22E	1
2022-11-07	New Hampshire	clade 22E	1
2022-11-14	New Hampshire	clade 22E	2
2022-11-18	New Hampshire	clade 22E	2
2022-11-19	New Hampshire	clade 22E	1
2022-11-20	New Hampshire	clade 22E	1
2022-11-23	New Hampshire	clade 22E	1
2022-11-26	New Hampshire	clade 22E	1
2022-11-27	New Hampshire	clade 22E	3
2022-11-28	New Hampshire	clade 22E	7
2022-12-02	New Hampshire	clade 22E	2
2022-12-03	New Hampshire	clade 22E	3
2022-12-04	New Hampshire	clade 22E	1
2022-12-05	New Hampshire	clade 22E	2
2022-12-09	New Hampshire	clade 22E	1
2022-12-11	New Hampshire	clade 22E	1
2022-12-16	New Hampshire	clade 22E	1
2022-12-17	New Hampshire	clade 22E	1
2022-12-18	New Hampshire	clade 22E	1
2022-12-19	New Hampshire	clade 22E	2
2022-12-23	New Hampshire	clade 22E	2
2022-11-12	New Hampshire	clade 22F	1
2022-11-19	New Hampshire	clade 22F	1
2022-11-28	New Hampshire	clade 22F	1
2022-12-14	New Hampshire	clade 22F	1
2022-12-16	New Hampshire	clade 22F	1
2022-11-26	New Hampshire	other	1
2022-11-01	New Jersey	BQ.1	22
2022-11-02	New Jersey	BQ.1	7
2022-11-03	New Jersey	BQ.1	21
2022-11-04	New Jersey	BQ.1	28
2022-11-05	New Jersey	BQ.1	15
2022-11-06	New Jersey	BQ.1	23
2022-11-07	New Jersey	BQ.1	12
2022-11-08	New Jersey	BQ.1	14
2022-11-09	New Jersey	BQ.1	20
2022-11-10	New Jersey	BQ.1	10
2022-11-11	New Jersey	BQ.1	11
2022-11-12	New Jersey	BQ.1	4
2022-11-13	New Jersey	BQ.1	12
2022-11-14	New Jersey	BQ.1	46
2022-11-15	New Jersey	BQ.1	19
2022-11-16	New Jersey	BQ.1	7
2022-11-17	New Jersey	BQ.1	12
2022-11-18	New Jersey	BQ.1	19
2022-11-19	New Jersey	BQ.1	12
2022-11-20	New Jersey	BQ.1	12
2022-11-21	New Jersey	BQ.1	19
2022-11-22	New Jersey	BQ.1	3
2022-11-23	New Jersey	BQ.1	5
2022-11-24	New Jersey	BQ.1	2
2022-11-25	New Jersey	BQ.1	4
2022-11-26	New Jersey	BQ.1	24
2022-11-27	New Jersey	BQ.1	24
2022-11-28	New Jersey	BQ.1	34
2022-11-29	New Jersey	BQ.1	24
2022-11-30	New Jersey	BQ.1	2
2022-12-01	New Jersey	BQ.1	18
2022-12-02	New Jersey	BQ.1	36
2022-12-03	New Jersey	BQ.1	22
2022-12-04	New Jersey	BQ.1	17
2022-12-05	New Jersey	BQ.1	36
2022-12-06	New Jersey	BQ.1	17
2022-12-07	New Jersey	BQ.1	5
2022-12-08	New Jersey	BQ.1	2
2022-12-09	New Jersey	BQ.1	11
2022-12-10	New Jersey	BQ.1	11
2022-12-11	New Jersey	BQ.1	13
2022-12-12	New Jersey	BQ.1	28
2022-12-13	New Jersey	BQ.1	12
2022-12-14	New Jersey	BQ.1	4
2022-12-15	New Jersey	BQ.1	10
2022-12-16	New Jersey	BQ.1	9
2022-12-17	New Jersey	BQ.1	9
2022-12-18	New Jersey	BQ.1	6
2022-12-19	New Jersey	BQ.1	13
2022-12-20	New Jersey	BQ.1	2
2022-12-21	New Jersey	BQ.1	2
2022-12-22	New Jersey	BQ.1	4
2022-12-23	New Jersey	BQ.1	6
2022-12-24	New Jersey	BQ.1	3
2022-12-25	New Jersey	BQ.1	3
2022-12-26	New Jersey	BQ.1	2
2022-12-27	New Jersey	BQ.1	1
2022-12-28	New Jersey	BQ.1	3
2022-12-29	New Jersey	BQ.1	1
2023-01-02	New Jersey	BQ.1	2
2022-11-06	New Jersey	XBB.1.5	1
2022-11-14	New Jersey	XBB.1.5	1
2022-11-18	New Jersey	XBB.1.5	1
2022-11-19	New Jersey	XBB.1.5	3
2022-11-21	New Jersey	XBB.1.5	1
2022-11-26	New Jersey	XBB.1.5	4
2022-11-27	New Jersey	XBB.1.5	6
2022-11-28	New Jersey	XBB.1.5	5
2022-11-29	New Jersey	XBB.1.5	3
2022-11-30	New Jersey	XBB.1.5	3
2022-12-01	New Jersey	XBB.1.5	6
2022-12-02	New Jersey	XBB.1.5	7
2022-12-04	New Jersey	XBB.1.5	5
2022-12-05	New Jersey	XBB.1.5	15
2022-12-06	New Jersey	XBB.1.5	2
2022-12-07	New Jersey	XBB.1.5	6
2022-12-08	New Jersey	XBB.1.5	1
2022-12-09	New Jersey	XBB.1.5	10
2022-12-10	New Jersey	XBB.1.5	7
2022-12-11	New Jersey	XBB.1.5	9
2022-12-12	New Jersey	XBB.1.5	19
2022-12-13	New Jersey	XBB.1.5	5
2022-12-14	New Jersey	XBB.1.5	3
2022-12-15	New Jersey	XBB.1.5	11
2022-12-16	New Jersey	XBB.1.5	24
2022-12-17	New Jersey	XBB.1.5	25
2022-12-18	New Jersey	XBB.1.5	18
2022-12-19	New Jersey	XBB.1.5	37
2022-12-20	New Jersey	XBB.1.5	8
2022-12-21	New Jersey	XBB.1.5	15
2022-12-22	New Jersey	XBB.1.5	14
2022-12-23	New Jersey	XBB.1.5	41
2022-12-24	New Jersey	XBB.1.5	9
2022-12-25	New Jersey	XBB.1.5	5
2022-12-26	New Jersey	XBB.1.5	11
2022-12-27	New Jersey	XBB.1.5	10
2022-12-28	New Jersey	XBB.1.5	13
2022-12-29	New Jersey	XBB.1.5	6
2022-12-30	New Jersey	XBB.1.5	8
2022-12-31	New Jersey	XBB.1.5	1
2023-01-01	New Jersey	XBB.1.5	3
2023-01-02	New Jersey	XBB.1.5	3
2023-01-03	New Jersey	XBB.1.5	6
2023-01-05	New Jersey	XBB.1.5	1
2022-11-01	New Jersey	clade 21L	1
2022-11-04	New Jersey	clade 21L	1
2022-11-17	New Jersey	clade 21L	1
2022-11-21	New Jersey	clade 21L	2
2022-11-28	New Jersey	clade 21L	2
2022-12-02	New Jersey	clade 21L	1
2022-12-05	New Jersey	clade 21L	2
2022-11-01	New Jersey	clade 22A	5
2022-11-02	New Jersey	clade 22A	1
2022-11-03	New Jersey	clade 22A	8
2022-11-04	New Jersey	clade 22A	5
2022-11-05	New Jersey	clade 22A	7
2022-11-06	New Jersey	clade 22A	10
2022-11-07	New Jersey	clade 22A	4
2022-11-08	New Jersey	clade 22A	7
2022-11-09	New Jersey	clade 22A	2
2022-11-10	New Jersey	clade 22A	4
2022-11-11	New Jersey	clade 22A	3
2022-11-12	New Jersey	clade 22A	4
2022-11-13	New Jersey	clade 22A	3
2022-11-14	New Jersey	clade 22A	6
2022-11-15	New Jersey	clade 22A	2
2022-11-16	New Jersey	clade 22A	1
2022-11-17	New Jersey	clade 22A	1
2022-11-18	New Jersey	clade 22A	4
2022-11-19	New Jersey	clade 22A	1
2022-11-21	New Jersey	clade 22A	5
2022-11-24	New Jersey	clade 22A	1
2022-11-25	New Jersey	clade 22A	1
2022-11-26	New Jersey	clade 22A	1
2022-11-27	New Jersey	clade 22A	2
2022-11-28	New Jersey	clade 22A	5
2022-11-29	New Jersey	clade 22A	3
2022-12-02	New Jersey	clade 22A	1
2022-12-04	New Jersey	clade 22A	3
2022-12-05	New Jersey	clade 22A	4
2022-12-08	New Jersey	clade 22A	1
2022-12-10	New Jersey	clade 22A	1
2022-12-11	New Jersey	clade 22A	1
2022-12-12	New Jersey	clade 22A	2
2022-12-13	New Jersey	clade 22A	1
2022-12-17	New Jersey	clade 22A	1
2022-12-18	New Jersey	clade 22A	1
2022-12-19	New Jersey	clade 22A	1
2022-12-21	New Jersey	clade 22A	1
2022-12-23	New Jersey	clade 22A	1
2022-11-01	New Jersey	clade 22B	37
2022-11-02	New Jersey	clade 22B	10
2022-11-03	New Jersey	clade 22B	36
2022-11-04	New Jersey	clade 22B	43
2022-11-05	New Jersey	clade 22B	29
2022-11-06	New Jersey	clade 22B	57
2022-11-07	New Jersey	clade 22B	27
2022-11-08	New Jersey	clade 22B	35
2022-11-09	New Jersey	clade 22B	14
2022-11-10	New Jersey	clade 22B	18
2022-11-11	New Jersey	clade 22B	21
2022-11-12	New Jersey	clade 22B	8
2022-11-13	New Jersey	clade 22B	13
2022-11-14	New Jersey	clade 22B	45
2022-11-15	New Jersey	clade 22B	23
2022-11-16	New Jersey	clade 22B	13
2022-11-17	New Jersey	clade 22B	17
2022-11-18	New Jersey	clade 22B	20
2022-11-19	New Jersey	clade 22B	20
2022-11-20	New Jersey	clade 22B	13
2022-11-21	New Jersey	clade 22B	24
2022-11-22	New Jersey	clade 22B	5
2022-11-23	New Jersey	clade 22B	6
2022-11-24	New Jersey	clade 22B	4
2022-11-25	New Jersey	clade 22B	3
2022-11-26	New Jersey	clade 22B	20
2022-11-27	New Jersey	clade 22B	22
2022-11-28	New Jersey	clade 22B	47
2022-11-29	New Jersey	clade 22B	21
2022-11-30	New Jersey	clade 22B	1
2022-12-01	New Jersey	clade 22B	22
2022-12-02	New Jersey	clade 22B	24
2022-12-03	New Jersey	clade 22B	18
2022-12-04	New Jersey	clade 22B	17
2022-12-05	New Jersey	clade 22B	16
2022-12-06	New Jersey	clade 22B	14
2022-12-07	New Jersey	clade 22B	4
2022-12-08	New Jersey	clade 22B	2
2022-12-09	New Jersey	clade 22B	14
2022-12-10	New Jersey	clade 22B	8
2022-12-11	New Jersey	clade 22B	14
2022-12-12	New Jersey	clade 22B	25
2022-12-13	New Jersey	clade 22B	10
2022-12-15	New Jersey	clade 22B	1
2022-12-16	New Jersey	clade 22B	5
2022-12-17	New Jersey	clade 22B	7
